ID_norm,ID,NUTS3,municipality_id,parish_name,split_scope,split_role,cv_fold,split_label
050502,050502,PT16H,0505,Aldeia de Santa Margarida,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
050505,050505,PT16H,0505,Ladoeiro,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
050506,050506,PT16H,0505,Medelim,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
050509,050509,PT16H,0505,Oledo,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
050510,050510,PT16H,0505,Penha Garcia,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
050511,050511,PT16H,0505,Proença-a-Velha,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
050512,050512,PT16H,0505,Rosmaninhal,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
050514,050514,PT16H,0505,São Miguel de Acha,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
050516,050516,PT16H,0505,Toulões,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
050518,050518,PT16H,0505,União das Freguesias de Idanha-a-Nova e Alcafozes,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
050519,050519,PT16H,0505,União das Freguesias de Monfortinho e Salvaterra do Extremo,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
050520,050520,PT16H,0505,União das Freguesias de Monsanto e Idanha-a-Velha,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
050521,050521,PT16H,0505,União das Freguesias de Zebreira e Segura,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
050601,050601,PT16H,0506,Álvaro,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
050603,050603,PT16H,0506,Cambas,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
050605,050605,PT16H,0506,Isna,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
050606,050606,PT16H,0506,Madeirã,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
050607,050607,PT16H,0506,Mosteiro,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
050609,050609,PT16H,0506,Orvalho,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
050610,050610,PT16H,0506,Sarnadas de São Simão,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
050611,050611,PT16H,0506,Sobral,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
050613,050613,PT16H,0506,Estreito-Vilar Barroco,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
050614,050614,PT16H,0506,Oleiros-Amieira,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
050704,050704,PT16H,0507,Aranhas,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
050706,050706,PT16H,0507,Benquerença,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
050707,050707,PT16H,0507,Meimão,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
050708,050708,PT16H,0507,Meimoa,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
050710,050710,PT16H,0507,Penamacor,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
050711,050711,PT16H,0507,Salvador,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
050712,050712,PT16H,0507,Vale da Senhora da Póvoa,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
050713,050713,PT16H,0507,"União das Freguesias de Aldeia do Bispo, Águas e Aldeia de João Pires",all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
050714,050714,PT16H,0507,União das Freguesias de Pedrogão de São Pedro e Bemposta,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
050802,050802,PT16H,0508,Montes da Senhora,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
050805,050805,PT16H,0508,São Pedro do Esteval,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
050807,050807,PT16H,0508,União das Freguesias de Proença-a-Nova e Peral,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
050808,050808,PT16H,0508,União das Freguesias de Sobreira Formosa e Alvito da Beira,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
050901,050901,PT16I,0509,Cabeçudo,all_territories_with_mainland_fixed_test,training,2,Training CV fold 3
050902,050902,PT16I,0509,Carvalhal,all_territories_with_mainland_fixed_test,training,2,Training CV fold 3
050903,050903,PT16I,0509,Castelo,all_territories_with_mainland_fixed_test,training,2,Training CV fold 3
050911,050911,PT16I,0509,Pedrógão Pequeno,all_territories_with_mainland_fixed_test,training,2,Training CV fold 3
050912,050912,PT16I,0509,Sertã,all_territories_with_mainland_fixed_test,training,2,Training CV fold 3
050913,050913,PT16I,0509,Troviscal,all_territories_with_mainland_fixed_test,training,2,Training CV fold 3
050914,050914,PT16I,0509,Várzea dos Cavaleiros,all_territories_with_mainland_fixed_test,training,2,Training CV fold 3
050915,050915,PT16I,0509,"União das Freguesias de Cernache do Bonjardim, Nesperal e Palhais",all_territories_with_mainland_fixed_test,training,2,Training CV fold 3
050916,050916,PT16I,0509,União das Freguesias de Cumeada e Marmeleiro,all_territories_with_mainland_fixed_test,training,2,Training CV fold 3
050917,050917,PT16I,0509,União das Freguesias de Ermida e Figueiredo,all_territories_with_mainland_fixed_test,training,2,Training CV fold 3
051001,051001,PT16I,0510,Fundada,all_territories_with_mainland_fixed_test,training,2,Training CV fold 3
051002,051002,PT16I,0510,São João do Peso,all_territories_with_mainland_fixed_test,training,2,Training CV fold 3
051003,051003,PT16I,0510,Vila de Rei,all_territories_with_mainland_fixed_test,training,2,Training CV fold 3
051101,051101,PT16H,0511,Fratel,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
051102,051102,PT16H,0511,Perais,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
051103,051103,PT16H,0511,Sarnadas de Ródão,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
051104,051104,PT16H,0511,Vila Velha de Ródão,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
060102,060102,PT16E,0601,Arganil,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
060104,060104,PT16E,0601,Benfeita,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
060105,060105,PT16E,0601,Celavisa,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
060109,060109,PT16E,0601,Folques,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
060111,060111,PT16E,0601,Piódão,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
060112,060112,PT16E,0601,Pomares,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
060113,060113,PT16E,0601,Pombeiro da Beira,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
060114,060114,PT16E,0601,São Martinho da Cortiça,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
060115,060115,PT16E,0601,Sarzedo,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
060116,060116,PT16E,0601,Secarias,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
060119,060119,PT16E,0601,União das Freguesias de Cepo e Teixeira,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
060120,060120,PT16E,0601,União das Freguesias de Cerdeira e Moura da Serra,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
060121,060121,PT16E,0601,União das Freguesias de Côja e Barril de Alva,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
060122,060122,PT16E,0601,União das Freguesias de Vila Cova de Alva e Anseriz,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
060201,060201,PT16E,0602,Ançã,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
060203,060203,PT16E,0602,Cadima,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
060205,060205,PT16E,0602,Cordinhã,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
060207,060207,PT16E,0602,Febres,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
060208,060208,PT16E,0602,Murtede,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
060209,060209,PT16E,0602,Ourentã,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
060214,060214,PT16E,0602,Tocha,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
060215,060215,PT16E,0602,São Caetano,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
060218,060218,PT16E,0602,Sanguinheira,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
060220,060220,PT16E,0602,União das Freguesias de Cantanhede e Pocariça,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
060221,060221,PT16E,0602,União das Freguesias de Covões e Camarneira,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
060222,060222,PT16E,0602,União das Freguesias de Portunhos e Outil,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
060223,060223,PT16E,0602,União das Freguesias de Sepins e Bolho,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
060224,060224,PT16E,0602,União das Freguesias de Vilamar e Corticeiro de Cima,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
060301,060301,PT16E,0603,Almalaguês,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
060309,060309,PT16E,0603,Brasfemes,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
060311,060311,PT16E,0603,Ceira,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
060312,060312,PT16E,0603,Cernache,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
060318,060318,PT16E,0603,Santo António dos Olivais,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
060320,060320,PT16E,0603,São João do Campo,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
060324,060324,PT16E,0603,São Silvestre,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
060329,060329,PT16E,0603,Torres do Mondego,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
060332,060332,PT16E,0603,União das Freguesias de Antuzede e Vil de Matos,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
060333,060333,PT16E,0603,União das Freguesias Assafarge e Antanhol,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
060334,060334,PT16E,0603,"União das Freguesias de Coimbra (Sé Nova, Santa Cruz, Almedina e São Bartolomeu)",all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
060335,060335,PT16E,0603,União das Freguesias de Eiras e São Paulo de Frades,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
060336,060336,PT16E,0603,União das Freguesias de Santa Clara e Castelo Viegas,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
060337,060337,PT16E,0603,União das Freguesias de São Martinho de Árvore e Lamarosa,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
060338,060338,PT16E,0603,União das Freguesias de São Martinho do Bispo e Ribeira das Frades,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
060339,060339,PT16E,0603,União das Freguesias de Sousela e Botão,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
060340,060340,PT16E,0603,"União das Freguesias de Taveiro, Ameal e Arzila",all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
060341,060341,PT16E,0603,União das Freguesias de Trouxemil e Torre de Vilela,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
060401,060401,PT16E,0604,Anobra,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
060406,060406,PT16E,0604,Ega,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
060407,060407,PT16E,0604,Furadouro,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
060410,060410,PT16E,0604,Zambujal,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
060411,060411,PT16E,0604,União das Freguesias de Condeixa-A-Velha e Condeixa-A-Nova,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
060412,060412,PT16E,0604,União das Freguesias de Sebal e Belide,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
060413,060413,PT16E,0604,União das Freguesias de Vila Seca e Bem da Fé,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
060502,060502,PT16E,0605,Alqueidão,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
060507,060507,PT16E,0605,Maiorca,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
060508,060508,PT16E,0605,Marinha das Ondas,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
060512,060512,PT16E,0605,Tavarede,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
060513,060513,PT16E,0605,Vila Verde,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
060514,060514,PT16E,0605,São Pedro,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
060515,060515,PT16E,0605,Bom Sucesso,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
060518,060518,PT16E,0605,Moinhos da Gândara,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
060519,060519,PT16E,0605,Alhadas,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
060520,060520,PT16E,0605,Buarcos e São Julião,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
060521,060521,PT16E,0605,Ferreira-a-Nova,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
060522,060522,PT16E,0605,Lavos,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
060523,060523,PT16E,0605,Paião,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
060524,060524,PT16E,0605,Quiaios,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
060601,060601,PT16E,0606,Alvares,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
060604,060604,PT16E,0606,Góis,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
060605,060605,PT16E,0606,Vila Nova de Ceira,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
060606,060606,PT16E,0606,União das Freguesias de Cadafaz e Colmeal,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
060704,060704,PT16E,0607,Serpins,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
060706,060706,PT16E,0607,Gândaras,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
060707,060707,PT16E,0607,União das Freguesias de Foz do Arouce e Casal de Ermio,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
060708,060708,PT16E,0607,União das Freguesias de Lousã e Vilarinho,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
060801,060801,PT16E,0608,Mira,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
060802,060802,PT16E,0608,Seixo,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
060803,060803,PT16E,0608,Carapelhos,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
060804,060804,PT16E,0608,Praia de Mira,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
060901,060901,PT16E,0609,Lamas,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
060902,060902,PT16E,0609,Miranda do Corvo,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
060905,060905,PT16E,0609,Vila Nova,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
060906,060906,PT16E,0609,União das Freguesias de Semide e Rio Vide,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
061002,061002,PT16E,0610,Arazede,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
061003,061003,PT16E,0610,Carapinheira,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
061005,061005,PT16E,0610,Liceia,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
061006,061006,PT16E,0610,Meãs do Campo,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
061008,061008,PT16E,0610,Pereira,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
061009,061009,PT16E,0610,Santo Varão,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
061010,061010,PT16E,0610,Seixo de Gatões,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
061011,061011,PT16E,0610,Tentúgal,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
061014,061014,PT16E,0610,Ereira,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
061015,061015,PT16E,0610,"União das Freguesias de Abrunheira, Verride e Vila Nova da Barca",all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
061016,061016,PT16E,0610,União das Freguesias de Montemor-o-Velho e Gatões,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
061101,061101,PT16E,0611,Aldeia das Dez,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
061102,061102,PT16E,0611,Alvoco das Várzeas,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
061103,061103,PT16E,0611,Avô,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
061104,061104,PT16E,0611,Bobadela,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
061106,061106,PT16E,0611,Lagares,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
061109,061109,PT16E,0611,Lourosa,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
061110,061110,PT16E,0611,Meruge,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
061111,061111,PT16E,0611,Nogueira do Cravo,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
061115,061115,PT16E,0611,São Gião,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
061118,061118,PT16E,0611,Seixo da Beira,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
061119,061119,PT16E,0611,Travanca de Lagos,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
061122,061122,PT16E,0611,União das Freguesias de Ervedal e Vila Franca da Beira,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
061123,061123,PT16E,0611,União das Freguesias de Lagos da Beira e Lajeosa,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
061124,061124,PT16E,0611,União das Freguesias de Oliveira do Hospital e São Paio de Gramaços,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
061125,061125,PT16E,0611,União das Freguesias de Penalva de Alva e São Sebastião da Freira,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
061126,061126,PT16E,0611,União das Freguesias de Santa Ovaia e Vila Pouca da Beira,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
061201,061201,PT16E,0612,Cabril,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
061202,061202,PT16E,0612,Dornelas do Zêzere,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
061204,061204,PT16E,0612,Janeiro de Baixo,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
061206,061206,PT16E,0612,Pampilhosa da Serra,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
061207,061207,PT16E,0612,Pessegueiro,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
061209,061209,PT16E,0612,Unhais-o-Velho,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
061211,061211,PT16E,0612,Fajão-Vidual,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
061212,061212,PT16E,0612,Portela do Fojo-Machio,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
061301,061301,PT16E,0613,Carvalho,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
061302,061302,PT16E,0613,Figueira de Lorvão,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
061304,061304,PT16E,0613,Lorvão,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
061307,061307,PT16E,0613,Penacova,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
061310,061310,PT16E,0613,Sazes do Lorvão,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
061312,061312,PT16E,0613,União das Freguesias de Friúmes e Paradela,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
061313,061313,PT16E,0613,União das Freguesias de Oliveira de Mondego e Travanca do Mondego,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
061314,061314,PT16E,0613,União das Freguesias de São Pedro de Alva e São Paio de Mondego,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
061401,061401,PT16E,0614,Cumeeira,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
061402,061402,PT16E,0614,Espinhal,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
061403,061403,PT16E,0614,Podentes,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
061407,061407,PT16E,0614,"União das Freguesias de São Miguel, Santa Eufémia e Rabaçal",all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
061501,061501,PT16E,0615,Alfarelos,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
061504,061504,PT16E,0615,Figueiró do Campo,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
061506,061506,PT16E,0615,Granja do Ulmeiro,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
061508,061508,PT16E,0615,Samuel,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
061509,061509,PT16E,0615,Soure,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
061510,061510,PT16E,0615,Tapéus,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
061511,061511,PT16E,0615,Vila Nova de Anços,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
061512,061512,PT16E,0615,Vinha da Rainha,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
061513,061513,PT16E,0615,União das Freguesias de Degracias e Pombalinho,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
061514,061514,PT16E,0615,União das Freguesias de Gesteira e Brunhós,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
061602,061602,PT16E,0616,Candosa,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
061603,061603,PT16E,0616,Carapinha,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
061608,061608,PT16E,0616,Midões,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
061609,061609,PT16E,0616,Mouronho,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
061611,061611,PT16E,0616,Póvoa de Midões,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
061612,061612,PT16E,0616,São João da Boa Vista,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
061614,061614,PT16E,0616,Tábua,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
061616,061616,PT16E,0616,União das Freguesias de Ázere e Covelo,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
061617,061617,PT16E,0616,União das Freguesias de Covas e Vila Nova de Oliveirinha,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
061618,061618,PT16E,0616,União das Freguesias de Espariz e Sinde,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
061619,061619,PT16E,0616,União da Freguesias de Pinheiro de Coja e Meda de Mouros,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
061701,061701,PT16E,0617,Arrifana,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
061702,061702,PT16E,0617,Lavegadas,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
061703,061703,PT16E,0617,Poiares (Santo André),all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
061704,061704,PT16E,0617,São Miguel de Poiares,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
070103,070103,PT187,0701,Santiago Maior,all_territories_with_mainland_fixed_test,fixed_test,,Fixed test
070104,070104,PT187,0701,Capelins (Santo António),all_territories_with_mainland_fixed_test,fixed_test,,Fixed test
070105,070105,PT187,0701,Terena (São Pedro),all_territories_with_mainland_fixed_test,fixed_test,,Fixed test
070107,070107,PT187,0701,"União das Freguesias de Alandroal (Nossa Senhora da Conceição), São Brás dos Matos (Mina do Bugalho) e Juromenha (Nossa Senhora do Loreto)",all_territories_with_mainland_fixed_test,fixed_test,,Fixed test
070201,070201,PT187,0702,Arraiolos,all_territories_with_mainland_fixed_test,fixed_test,,Fixed test
070202,070202,PT187,0702,Igrejinha,all_territories_with_mainland_fixed_test,fixed_test,,Fixed test
070206,070206,PT187,0702,Vimieiro,all_territories_with_mainland_fixed_test,fixed_test,,Fixed test
070208,070208,PT187,0702,União das Freguesias de Gafanhoeira (São Pedro) e Sabugueiro,all_territories_with_mainland_fixed_test,fixed_test,,Fixed test
070209,070209,PT187,0702,União das Freguesias de São Gregório e Santa Justa,all_territories_with_mainland_fixed_test,fixed_test,,Fixed test
070301,070301,PT187,0703,Borba (Matriz),all_territories_with_mainland_fixed_test,fixed_test,,Fixed test
070302,070302,PT187,0703,Orada,all_territories_with_mainland_fixed_test,fixed_test,,Fixed test
070303,070303,PT187,0703,Rio de Moinhos,all_territories_with_mainland_fixed_test,fixed_test,,Fixed test
070304,070304,PT187,0703,Borba (São Bartolomeu),all_territories_with_mainland_fixed_test,fixed_test,,Fixed test
070401,070401,PT187,0704,Arcos,all_territories_with_mainland_fixed_test,fixed_test,,Fixed test
070402,070402,PT187,0704,Glória,all_territories_with_mainland_fixed_test,fixed_test,,Fixed test
070404,070404,PT187,0704,Évora Monte (Santa Maria),all_territories_with_mainland_fixed_test,fixed_test,,Fixed test
070411,070411,PT187,0704,São Domingos de Ana Loura,all_territories_with_mainland_fixed_test,fixed_test,,Fixed test
070413,070413,PT187,0704,Veiros,all_territories_with_mainland_fixed_test,fixed_test,,Fixed test
070414,070414,PT187,0704,União das Freguesias de Estremoz (Santa Maria e Santo André),all_territories_with_mainland_fixed_test,fixed_test,,Fixed test
070415,070415,PT187,0704,União das Freguesias de São Bento de Cortiço e São Estevão,all_territories_with_mainland_fixed_test,fixed_test,,Fixed test
070416,070416,PT187,0704,União das Freguesias de São Lourenço de Mamporcão e São Bento de Ana Loura,all_territories_with_mainland_fixed_test,fixed_test,,Fixed test
070417,070417,PT187,0704,União das Freguesias de Ameixial (Santa Vitória e São Bento),all_territories_with_mainland_fixed_test,fixed_test,,Fixed test
070502,070502,PT187,0705,Nossa Senhora da Graça do Divor,all_territories_with_mainland_fixed_test,fixed_test,,Fixed test
070503,070503,PT187,0705,Nossa Senhora de Machede,all_territories_with_mainland_fixed_test,fixed_test,,Fixed test
070506,070506,PT187,0705,São Bento do Mato,all_territories_with_mainland_fixed_test,fixed_test,,Fixed test
070509,070509,PT187,0705,São Miguel de Machede,all_territories_with_mainland_fixed_test,fixed_test,,Fixed test
070513,070513,PT187,0705,Torre de Coelheiros,all_territories_with_mainland_fixed_test,fixed_test,,Fixed test
070515,070515,PT187,0705,Canaviais,all_territories_with_mainland_fixed_test,fixed_test,,Fixed test
070522,070522,PT187,0705,União das Freguesias de Bacelo e Senhora da Saúde,all_territories_with_mainland_fixed_test,fixed_test,,Fixed test
070523,070523,PT187,0705,"União das Freguesias de Évora (São Mamede, Sé, São Pedro e Santo Antão)",all_territories_with_mainland_fixed_test,fixed_test,,Fixed test
070524,070524,PT187,0705,União das Freguesias de Malagueira e Horta das Figueiras,all_territories_with_mainland_fixed_test,fixed_test,,Fixed test
070525,070525,PT187,0705,União das Freguesias de Nossa Senhora da Tourega e Nossa Senhora de Guadalupe,all_territories_with_mainland_fixed_test,fixed_test,,Fixed test
070526,070526,PT187,0705,União das Freguesias de São Manços e São Vicente do Pigeiro,all_territories_with_mainland_fixed_test,fixed_test,,Fixed test
070527,070527,PT187,0705,União das Freguesias de São Sebastião da Giesteira e de Nossa Senhora da Boa Fé,all_territories_with_mainland_fixed_test,fixed_test,,Fixed test
070601,070601,PT187,0706,Cabrela,all_territories_with_mainland_fixed_test,fixed_test,,Fixed test
070605,070605,PT187,0706,Santiago do Escoural,all_territories_with_mainland_fixed_test,fixed_test,,Fixed test
070606,070606,PT187,0706,São Cristóvão,all_territories_with_mainland_fixed_test,fixed_test,,Fixed test
070607,070607,PT187,0706,Ciborro,all_territories_with_mainland_fixed_test,fixed_test,,Fixed test
070610,070610,PT187,0706,Foros de Vale de Figueira,all_territories_with_mainland_fixed_test,fixed_test,,Fixed test
